1 30.0000 0 2.0000 3.0000 4.8333 4.0833 2.6667 5.2000 5.4167 3.2000 2.6000 4.0833 3.8333 3.6000 3.1667 3.8000
2 31.0000 0 2.0000 3.0000 3.5000 5.7500 4.1667 5.6000 4.3333 3.8000 1.6000 4.6667 5.6667 4.6000 4.3333 2.8000
3 42.0000 0 2.0000 3.0000 4.5000 5.2500 4.0000 3.8000 4.5417 6.0000 3.0000 4.4583 2.3333 2.8000 4.1667 3.2000
4 34.0000 0 1.0000 4.0000 4.3333 4.0000 3.0000 5.2000 4.5833 4.2000 3.8000 4.5417 2.8333 3.0000 4.0000 2.4000
5 38.0000 1 3.0000 2.0000 3.1667 5.8333 3.5000 5.6000 4.6667 3.2000 1.0000 5.7500 5.0000 2.2000 5.5000 2.2000
6 29.0000 1 1.0000 4.0000 5.1667 4.7500 4.3333 5.0000 4.6250 2.8000 2.8000 3.7917 4.0000 3.8000 5.0000 3.6000
7 29.0000 1 4.0000 3.0000 4.0000 5.4167 4.0000 5.6000 4.1667 4.6000 4.6000 5.5833 5.5000 2.0000 4.1667 3.0000
8 28.0000 1 2.0000 3.0000 4.8333 5.4167 4.0000 3.8000 4.1250 4.4000 3.4000 4.5833 4.3333 4.0000 5.6667 2.4000
9 33.0000 1 4.0000 2.0000 4.1667 4.5000 3.1667 2.8000 4.7500 5.0000 2.8000 4.1667 4.3333 3.2000 5.8333 3.6000
10 27.0000 0 3.0000 2.0000 5.3333 4.9167 3.3333 4.6000 4.2917 5.8000 5.4000 3.9583 4.6667 4.0000 4.8333 3.8000
11 36.0000 1 2.0000 3.0000 5.1667 4.6667 4.3333 2.8000 4.2917 5.2000 5.6000 3.9167 3.5000 3.2000 5.6667 4.2000
10 23.0000 0 1.0000 2.0000 3.5000 5.8333 4.3333 5.0000 4.5000 4.4000 3.4000 5.2917 4.6667 2.2000 5.0000 2.8000
12 39.0000 1 3.0000 3.0000 4.1667 4.4167 5.3333 5.4000 4.1667 4.0000 3.2000 5.7500 5.6667 3.0000 3.6667 3.2000
13 35.0000 1 1.0000 3.0000 4.3333 4.3333 3.1667 4.4000 4.4583 5.8000 6.4000 4.0000 5.5000 1.2000 4.5000 2.8000
14 44.0000 1 2.0000 4.0000 5.1667 3.6667 1.3333 4.6000 5.2500 2.0000 3.2000 3.8333 4.0000 4.0000 3.8333 1.6000
13 30.0000 1 5.0000 3.0000 2.0000 5.5833 2.6667 4.8000 2.5417 3.8000 1.2000 4.3333 4.6667 3.0000 4.0000 2.6000
6 33.0000 0 2.0000 2.0000 3.6667 5.2500 2.8333 3.8000 5.2917 6.2000 3.2000 5.7917 6.1667 2.0000 5.5000 1.2000
15 37.0000 0 1.0000 2.0000 3.3333 3.5000 3.6667 5.6000 5.0417 3.8000 3.4000 3.7917 3.3333 2.2000 4.3333 3.2000
16 37.0000 0 1.0000 1.0000 2.6667 5.5833 5.6667 5.6000 3.9583 5.6000 2.8000 5.2917 3.5000 2.6000 5.5000 2.2000
17 28.0000 0 1.0000 2.0000 5.0000 5.4167 5.1667 4.4000 4.8333 4.4000 3.6000 2.7917 3.6667 3.0000 4.3333 3.4000
18 32.0000 0 4.0000 5.0000 4.1667 4.6667 2.8333 4.6000 5.1250 5.0000 4.0000 3.4167 4.3333 1.2000 3.5000 3.8000
19 24.0000 0 1.0000 3.0000 4.1667 4.8333 2.5000 6.0000 4.4583 4.2000 4.8000 4.4583 4.5000 2.6000 3.1667 4.4000
20 32.0000 1 1.0000 2.0000 3.8333 5.0833 4.3333 5.4000 4.7917 3.4000 1.8000 4.0000 4.6667 3.0000 2.8333 1.8000
21 31.0000 0 2.0000 3.0000 3.1667 3.5000 3.5000 3.6000 5.5000 3.4000 3.8000 4.5833 4.5000 4.2000 4.0000 1.8000
19 22.0000 1 1.0000 4.0000 4.3333 3.1667 4.1667 4.6000 5.5000 3.2000 2.4000 4.3750 5.0000 2.4000 4.8333 3.6000
22 28.0000 1 1.0000 3.0000 4.8333 4.5833 3.1667 5.4000 4.0000 4.8000 4.6000 4.4167 3.3333 4.0000 4.8333 2.4000
23 37.0000 0 3.0000 3.0000 3.1667 5.2500 2.6667 4.4000 3.5000 5.2000 3.8000 5.2500 4.1667 3.0000 3.0000 3.8000
24 29.0000 1 2.0000 5.0000 4.0000 4.0000 2.1667 5.0000 4.5000 3.8000 3.6000 5.3750 6.3333 2.6000 2.8333 2.6000
12 35.0000 1 1.0000 4.0000 5.5000 5.5833 3.8333 4.4000 3.8333 3.6000 2.2000 5.1250 2.5000 2.6000 5.6667 2.6000
15 29.0000 0 4.0000 1.0000 3.0000 5.2500 3.6667 4.4000 5.1250 5.6000 1.8000 5.8333 5.0000 2.0000 6.0000 1.4000
8 35.0000 1 2.0000 5.0000 2.8333 6.0833 1.6667 4.0000 3.6667 6.6000 2.6000 4.5000 4.0000 3.0000 6.0000 2.2000
25 32.0000 1 6.0000 2.0000 3.1667 4.2500 3.6667 3.8000 4.6667 3.4000 1.8000 3.5833 4.8333 2.2000 4.3333 3.0000
26 33.0000 1 5.0000 5.0000 4.5000 5.0833 2.6667 2.0000 5.2500 4.6000 3.4000 4.2083 3.6667 1.8000 5.1667 2.6000
27 27.0000 1 2.0000 2.0000 5.5000 4.5833 3.1667 4.4000 5.5000 3.4000 4.2000 4.2917 3.3333 4.4000 5.6667 2.0000
28 38.0000 0 2.0000 3.0000 5.8333 2.7500 5.0000 6.6000 4.7500 2.4000 3.0000 3.7083 5.0000 5.4000 3.8333 4.6000
10 30.0000 1 2.0000 4.0000 4.6667 5.1667 4.8333 5.6000 4.5417 5.0000 4.8000 3.4583 1.8333 3.8000 4.8333 1.6000
29 30.0000 0 1.0000 2.0000 5.0000 3.5000 3.8333 4.2000 4.7500 2.6000 1.6000 4.1250 2.3333 4.2000 4.5000 2.2000
30 27.0000 0 1.0000 3.0000 5.0000 4.1667 2.8333 3.8000 5.0417 2.2000 3.0000 5.0000 4.8333 3.0000 6.5000 2.0000
31 29.0000 0 1.0000 3.0000 2.8333 5.1667 3.3333 4.6000 4.5417 5.6000 2.2000 5.2500 4.6667 1.2000 4.6667 1.4000
9 29.0000 0 1.0000 1.0000 3.8333 4.8333 6.1667 2.2000 4.0417 3.8000 2.2000 3.8333 3.5000 4.4000 5.6667 3.8000
32 25.0000 0 5.0000 3.0000 4.3333 5.0833 3.6667 5.2000 4.2500 4.6000 4.2000 4.6250 5.8333 1.2000 5.3333 2.2000
33 30.0000 0 5.0000 5.0000 3.5000 5.0833 2.3333 4.8000 4.9167 4.0000 2.6000 4.0417 4.0000 2.6000 5.0000 2.6000
34 27.0000 0 2.0000 3.0000 4.3333 5.4167 2.8333 4.4000 4.7500 4.8000 3.0000 3.2917 4.0000 2.8000 3.8333 2.8000
35 30.0000 1 1.0000 3.0000 3.0000 6.1667 4.8333 4.0000 4.1250 5.0000 2.0000 4.7500 5.0000 2.2000 5.8333 2.0000
36 32.0000 1 2.0000 2.0000 4.1667 6.0000 2.8333 4.2000 4.9583 6.0000 2.6000 4.3333 5.0000 1.4000 4.5000 2.0000
37 33.0000 1 2.0000 4.0000 4.8333 2.0833 3.5000 4.6000 4.0417 2.8000 4.4000 3.2083 5.1667 3.6000 6.1667 2.4000
26 30.0000 0 6.0000 3.0000 5.5000 5.0000 4.5000 4.4000 4.9167 4.0000 4.4000 2.7500 3.6667 3.2000 4.0000 3.4000
31 37.0000 1 3.0000 2.0000 4.0000 4.3333 3.3333 5.6000 5.1250 6.0000 3.6000 4.0417 4.5000 2.0000 6.1667 1.4000
38 33.0000 1 5.0000 2.0000 4.3333 5.3333 3.0000 3.8000 5.3750 6.0000 2.6000 4.4583 3.8333 2.4000 6.1667 2.2000
6 29.0000 0 1.0000 4.0000 4.3333 4.2500 2.1667 6.2000 4.6667 5.4000 4.4000 3.3750 2.3333 2.4000 4.1667 4.0000
39 27.0000 1 1.0000 4.0000 3.8333 4.7500 4.5000 3.6000 5.5000 5.6000 2.6000 5.2083 5.8333 1.0000 4.0000 2.0000
40 27.0000 0 5.0000 2.0000 4.0000 6.0000 3.3333 5.4000 3.9167 5.8000 3.4000 2.8750 4.1667 2.8000 6.0000 3.0000
39 33.0000 0 2.0000 5.0000 4.3333 4.6667 2.8333 4.0000 5.2500 4.2000 3.0000 5.5000 4.3333 1.4000 4.0000 2.2000
41 33.0000 1 4.0000 4.0000 5.0000 3.8333 2.5000 5.6000 3.8750 4.0000 4.4000 3.5000 2.1667 2.4000 5.6667 2.8000
42 32.0000 0 4.0000 3.0000 3.3333 4.8333 3.5000 4.2000 5.2917 4.8000 1.6000 6.0833 5.3333 1.6000 5.6667 3.4000
43 28.0000 1 1.0000 4.0000 4.1667 4.7500 4.8333 5.0000 3.1250 4.2000 3.2000 3.8750 4.5000 1.8000 5.3333 1.4000
44 30.0000 1 2.0000 3.0000 3.3333 4.8333 3.8333 5.8000 3.4167 4.6000 2.4000 4.8750 4.0000 3.4000 5.6667 1.8000
45 25.0000 1 2.0000 2.0000 4.6667 5.4167 4.1667 4.4000 5.0417 5.6000 3.2000 4.2083 4.5000 2.6000 5.5000 2.6000
18 27.0000 0 4.0000 2.0000 4.6667 2.7500 4.1667 6.0000 5.0000 3.0000 2.6000 6.0417 4.0000 2.2000 5.8333 1.0000
27 37.0000 1 2.0000 4.0000 5.0000 2.6667 3.1667 4.2000 5.0417 3.6000 6.0000 3.3333 2.6667 2.8000 3.5000 3.6000
21 34.0000 1 1.0000 3.0000 3.0000 6.2500 3.8333 3.6000 4.6667 4.8000 1.0000 3.9167 5.1667 2.8000 4.8333 3.4000
46 30.0000 1 1.0000 5.0000 3.8333 6.5833 2.3333 5.4000 4.2500 4.6000 3.6000 5.2083 7.0000 1.0000 3.5000 4.4000
8 36.0000 1 5.0000 4.0000 5.5000 4.8333 3.5000 5.2000 4.2917 1.8000 2.0000 4.5833 5.8333 5.2000 5.0000 1.4000
47 33.0000 0 1.0000 5.0000 3.6667 4.9167 1.6667 6.2000 4.7083 4.4000 3.8000 3.7917 3.3333 3.2000 4.0000 2.4000
32 30.0000 1 2.0000 3.0000 3.8333 6.2500 2.1667 5.2000 4.1667 6.8000 3.4000 5.0000 7.0000 1.0000 6.6667 2.8000
48 32.0000 0 4.0000 3.0000 3.1667 5.4167 4.3333 5.2000 3.1250 4.4000 2.0000 4.9167 6.0000 2.0000 3.6667 1.4000
49 40.0000 1 3.0000 1.0000 6.0000 5.5833 3.8333 5.0000 4.0417 1.8000 3.6000 4.2500 5.1667 2.8000 4.5000 3.8000
50 34.0000 1 1.0000 4.0000 4.1667 4.3333 2.8333 5.0000 3.7083 4.0000 2.8000 5.1250 5.0000 1.2000 3.8333 1.6000
9 29.0000 1 2.0000 2.0000 4.6667 6.2500 3.1667 5.0000 4.7083 5.6000 1.8000 4.3750 5.8333 2.6000 6.3333 2.4000
23 33.0000 0 1.0000 4.0000 3.3333 5.6667 4.5000 3.8000 3.7500 5.2000 2.8000 5.1250 4.5000 3.0000 5.5000 2.0000
51 32.0000 1 2.0000 3.0000 4.6667 5.9167 4.3333 4.4000 5.1667 3.6000 1.6000 3.9167 4.3333 1.8000 3.8333 2.2000
52 36.0000 1 4.0000 2.0000 3.1667 6.7500 4.3333 5.2000 4.7083 5.2000 1.8000 5.8333 6.3333 2.6000 6.0000 1.2000
53 32.0000 1 2.0000 3.0000 4.5000 5.4167 3.6667 4.4000 4.9583 5.0000 3.8000 3.2917 5.1667 1.6000 5.8333 1.0000
44 30.0000 1 1.0000 3.0000 3.8333 4.9167 4.1667 6.0000 4.8750 5.6000 2.4000 6.7917 6.1667 2.4000 6.0000 1.0000
54 25.0000 1 3.0000 2.0000 4.1667 5.3333 4.1667 6.0000 4.0833 4.0000 1.6000 3.9583 3.3333 3.4000 3.6667 2.4000
9 30.0000 0 5.0000 4.0000 5.5000 6.2500 3.8333 4.2000 4.2500 4.8000 4.0000 4.2500 4.3333 3.6000 4.8333 2.2000
52 22.0000 1 1.0000 2.0000 3.0000 6.0833 2.1667 4.0000 4.5833 3.8000 1.6000 4.5000 5.6667 2.8000 5.1667 2.2000
54 24.0000 1 2.0000 2.0000 5.6667 4.8333 1.0000 4.4000 4.2083 3.6000 5.2000 4.9167 4.1667 2.4000 5.1667 4.0000
22 28.0000 0 5.0000 2.0000 3.5000 7.0000 4.8333 4.4000 3.7917 6.8000 3.4000 3.4583 3.6667 4.0000 5.5000 1.6000
40 28.0000 0 1.0000 2.0000 2.5000 5.5000 3.5000 5.2000 4.4167 5.4000 2.4000 4.1667 6.1667 1.8000 3.1667 3.6000
55 32.0000 1 2.0000 5.0000 3.8333 2.5000 3.1667 2.4000 4.7500 3.0000 2.6000 4.8333 6.5000 1.8000 5.1667 2.2000
56 30.0000 0 1.0000 2.0000 3.3333 4.7500 1.8333 5.4000 4.7917 4.2000 3.0000 5.1667 5.3333 2.2000 4.0000 3.8000
28 27.0000 0 0.5000 3.0000 4.6667 3.2500 4.3333 4.4000 4.4167 1.6000 4.4000 4.9583 5.0000 3.2000 2.1667 4.2000
57 33.0000 1 3.0000 5.0000 2.3333 6.4167 4.1667 4.8000 4.3750 6.2000 1.4000 5.1250 5.8333 2.8000 6.1667 1.0000
58 28.0000 0 2.0000 1.0000 3.8333 6.2500 3.3333 4.6000 2.5000 3.6000 2.6000 3.7083 4.0000 2.6000 3.5000 3.2000
5 31.0000 1 4.0000 2.0000 3.0000 4.3333 2.5000 4.6000 5.4583 6.0000 2.6000 4.3750 3.8333 2.6000 5.3333 2.6000
59 29.0000 0 3.0000 1.0000 3.1667 4.7500 3.6667 4.6000 3.5000 5.6000 4.8000 3.3750 4.1667 3.6000 4.8333 4.4000
16 38.0000 1 3.0000 2.0000 4.8333 5.2500 3.0000 5.2000 4.1250 3.0000 2.6000 5.9167 4.1667 2.4000 4.6667 5.0000
57 22.0000 0 1.0000 3.0000 3.5000 6.1667 3.6667 5.4000 4.7917 4.6000 2.6000 4.9167 5.1667 3.4000 5.5000 2.2000
33 31.0000 0 0.5000 2.0000 3.3333 4.5000 3.8333 5.6000 4.9167 3.6000 2.4000 4.2083 3.3333 3.2000 5.5000 2.6000
51 33.0000 1 1.0000 5.0000 2.1667 5.8333 3.8333 2.4000 5.5000 7.0000 1.4000 4.2083 4.6667 1.4000 6.3333 1.8000
31 30.0000 0 3.0000 3.0000 4.0000 3.0000 2.6667 4.6000 4.5417 2.8000 4.2000 4.1250 4.0000 4.6000 3.1667 5.0000
60 36.0000 1 1.0000 4.0000 2.8333 5.7500 4.5000 5.6000 2.5417 3.6000 1.8000 4.2083 3.0000 3.4000 3.6667 2.8000
23 30.0000 0 2.0000 5.0000 5.1667 4.8333 3.6667 4.6000 4.3750 2.6000 4.2000 5.5000 4.6667 1.8000 4.5000 3.8000
30 30.0000 1 6.0000 4.0000 4.3333 5.5000 4.5000 3.0000 4.6667 6.2000 3.6000 5.6667 4.8333 1.8000 5.3333 2.6000
29 27.0000 0 2.0000 5.0000 6.3333 3.5000 4.0000 4.6000 4.4583 1.2000 4.0000 3.1667 4.8333 3.4000 4.1667 4.6000
61 32.0000 1 2.0000 4.0000 2.1667 5.0833 3.5000 5.4000 4.1250 5.6000 1.2000 4.7917 4.8333 1.0000 4.3333 1.0000
62 25.0000 1 1.0000 4.0000 4.8333 2.6667 2.8333 3.8000 3.9167 1.0000 4.4000 3.9583 6.3333 3.8000 2.8333 5.4000
43 29.0000 1 6.0000 3.0000 5.5000 3.5000 3.8333 3.4000 3.2500 1.6000 4.8000 4.4583 5.0000 2.0000 3.1667 3.8000
63 31.0000 1 1.0000 3.0000 3.6667 4.4167 4.1667 5.8000 4.0000 3.8000 4.8000 4.0833 4.8333 3.2000 2.5000 3.8000
4 32.0000 0 4.0000 5.0000 4.3333 4.6667 2.8333 4.8000 3.1250 2.8000 3.8000 4.5000 6.5000 2.8000 5.5000 2.2000
45 30.0000 0 1.0000 4.0000 5.1667 5.0833 5.1667 6.0000 4.0417 3.8000 3.6000 3.7083 4.5000 2.0000 3.8333 4.6000
2 28.0000 0 3.0000 2.0000 3.5000 5.1667 2.1667 4.8000 4.7083 5.2000 2.6000 4.1667 5.3333 2.2000 5.5000 1.0000
17 32.0000 0 0.5000 4.0000 4.6667 4.7500 5.5000 3.8000 4.9167 5.2000 5.6000 4.4167 3.6667 2.6000 4.8333 2.2000
64 34.0000 0 3.0000 2.0000 4.8333 3.8333 3.3333 4.4000 3.3750 3.2000 4.0000 3.7917 1.8333 3.4000 3.6667 3.4000
