"model","path","est","lo","hi"
"M1","Autocratic->BE->THR",-0.0382959553782086,-0.089905387869163,0.00959674819056278
"M1","Autocratic->BE->OCBS",-0.0254477407117397,-0.0928320191012376,0.039096380204904
"M1","Autocratic->BE->CWBS",0.144382377296854,0.0853638002391194,0.214124526033817
"M1","Autocratic->BE->THR",-0.0384188268667566,-0.0901388945683335,0.0101879706915647
"M1","Autocratic->BE->OCBS",-0.0256129994668283,-0.0922560838494111,0.039538291043325
"M1","Autocratic->BE->CWBS",0.14469385713299,0.0845421036594598,0.213355300261437
"M1","Empowering->BE->THR",0.0405281589283093,-0.0117709298350344,0.0947044930960973
"M1","Empowering->BE->OCBS",0.0265872418876744,-0.042516854610334,0.0974074890161756
"M1","Empowering->BE->CWBS",-0.153044452785799,-0.222708535659908,-0.0919225508203642
"M1","Empowering->BE->THR",0.040655690735841,-0.0104500097810313,0.0946049939074928
"M1","Empowering->BE->OCBS",0.0270735984005389,-0.04169648137098,0.0979449743053474
"M1","Empowering->BE->CWBS",-0.152459491453635,-0.222176922289335,-0.0908942095913709
"M1","Autocratic->ME->THR",-0.0741905826777444,-0.141551024642584,-0.0108311310557187
"M1","Autocratic->ME->OCBS",-0.0239867437228848,-0.111295580075701,0.0602454433321906
"M1","Autocratic->ME->CWBS",0.0306372282883431,-0.0397060871776928,0.102398075776229
"M1","Autocratic->ME->THR",-0.0742589263840715,-0.14224731171662,-0.0108188856976115
"M1","Autocratic->ME->OCBS",-0.0243174654949258,-0.113623700434944,0.0610812314913779
"M1","Autocratic->ME->CWBS",0.0307346816087124,-0.0383894186441736,0.1023886854799
"M1","Empowering->ME->THR",0.0484653879878758,0.00749584996980271,0.0946804951954276
"M1","Empowering->ME->OCBS",0.0157305242345785,-0.041061503605604,0.0740082134470902
"M1","Empowering->ME->CWBS",-0.0201519019105504,-0.0672809727880808,0.0256718049435066
"M1","Empowering->ME->THR",0.048252727205409,0.00685011866149789,0.0947278307695802
"M1","Empowering->ME->OCBS",0.0161731780793166,-0.0404960054876053,0.0743320974022686
"M1","Empowering->ME->CWBS",-0.0201933948550793,-0.0683594439014519,0.0257445006035342
"M2","Autocratic->BE->THR",-0.0534186947918188,-0.103822724895037,-0.00767430366583422
"M2","Autocratic->BE->OCBS",-0.0292758978529941,-0.0971090276952648,0.0349586111942297
"M2","Autocratic->BE->CWBS",0.146353268118895,0.0870693954151333,0.21499632522407
"M2","Autocratic->BE->THR",-0.0530843579841839,-0.103832483921153,-0.00684625237945941
"M2","Autocratic->BE->OCBS",-0.0292319159495302,-0.0974809266864637,0.0368922456809314
"M2","Autocratic->BE->CWBS",0.145747203636853,0.0862408521945619,0.214961479420366
"M2","Empowering->BE->THR",0.0567173190509014,0.00755523097268931,0.109782180816991
"M2","Empowering->BE->OCBS",0.0308676481805776,-0.0375433362521884,0.102639946356353
"M2","Empowering->BE->CWBS",-0.154750052093836,-0.224556412954924,-0.0927327331136789
"M2","Empowering->BE->THR",0.0564167053615224,0.00714060499249118,0.109027279735623
"M2","Empowering->BE->OCBS",0.0308676549745311,-0.0377647171558768,0.102069358460756
"M2","Empowering->BE->CWBS",-0.154254308338451,-0.224054344732324,-0.0918960700510919
"M2","Autocratic->ME->THR",-0.0966659689075138,-0.161697467233523,-0.0362108373672443
"M2","Autocratic->ME->OCBS",-0.0219976822954318,-0.111637451114352,0.0647188728784975
"M2","Autocratic->ME->CWBS",0.0275430913813208,-0.0423656640244102,0.0986645678807593
"M2","Autocratic->ME->THR",-0.0968938410698937,-0.164121425013656,-0.0351566070137515
"M2","Autocratic->ME->OCBS",-0.0220192322604431,-0.110855662932819,0.0652876128969418
"M2","Autocratic->ME->CWBS",0.0281662534284715,-0.0418675784072917,0.0999747435627897
"M2","Empowering->ME->THR",0.0631666777657644,0.0225146540963758,0.109675446985361
"M2","Empowering->ME->OCBS",0.0148850291499272,-0.0422898546717641,0.0735669290780184
"M2","Empowering->ME->CWBS",-0.0179401346369576,-0.0651727944285454,0.0282433971271247
"M2","Empowering->ME->THR",0.0626375826734762,0.0226465588762079,0.107871399411495
"M2","Empowering->ME->OCBS",0.0146607578045322,-0.0420825676960143,0.0734235067078323
"M2","Empowering->ME->CWBS",-0.0179928530074385,-0.0650630799323314,0.0276840929650526
"M3","Autocratic->BE->THR",-0.0386430564143302,-0.0901755171628798,0.0105608627888764
"M3","Autocratic->BE->OCBS",-0.21799534843596,-0.299399343966089,-0.145837396357901
"M3","Autocratic->BE->CWBS",0.117187933145439,0.060303809296195,0.18225144309948
"M3","Autocratic->BE->THR",-0.0387852102198942,-0.0920965008373943,0.00953415792263003
"M3","Autocratic->BE->OCBS",-0.217686047079019,-0.300615237757879,-0.145724449844515
"M3","Autocratic->BE->CWBS",0.117288284610039,0.0602989476650195,0.183541348827538
"M3","Empowering->BE->THR",0.0405294120896038,-0.00991788252943516,0.0949244344618053
"M3","Empowering->BE->OCBS",0.230282742119194,0.157887587294469,0.311533660911861
"M3","Empowering->BE->CWBS",-0.123745510058,-0.190005881774646,-0.0650828305202404
"M3","Empowering->BE->THR",0.0409727807910537,-0.00982946117501606,0.095679568265035
"M3","Empowering->BE->OCBS",0.230870025058698,0.158752724004896,0.31205745315955
"M3","Empowering->BE->CWBS",-0.123952884050594,-0.1907125648939,-0.0649647410426812
"M3","Autocratic->ME->THR",-0.0740658716594714,-0.138986442166779,-0.0115743361291524
"M3","Autocratic->ME->OCBS",-0.228906707065134,-0.316517569066648,-0.150357675489235
"M3","Autocratic->ME->CWBS",0.262944933143248,0.181528027785723,0.353204092988198
"M3","Autocratic->ME->THR",-0.0740634128607743,-0.140294615492408,-0.0111895119145127
"M3","Autocratic->ME->OCBS",-0.229027907097276,-0.318364608504583,-0.150507221395057
"M3","Autocratic->ME->CWBS",0.263362343517166,0.181241767163559,0.355261896526113
"M3","Empowering->ME->THR",0.0486274653980731,0.00762699655888854,0.0943835741404097
